"product_name","is_he","switch_type","layout","review"
"Hyper Weaver Alpha",True,"Silver","65%","{""username"": ""HappyGamer259_ae0c"", ""review_details"": ""Five stars! Standard layout makes finding keycaps easy. The 65% layout is interesting. Linear switches are great for gaming. The Silver switches are particularly good. A joy to type on every day.""}"
"Hyper Core Air",1,"Yellow","96%","{""username"": ""CleverCat550_49fe"", ""review_details"": ""Regretting this buy. Switches feel scratchy. I chose the Yellow switches and I'm not impressed. The compact layout saves so much desk space. The 96% layout is interesting. Very frustrating experience.""}"
"Mech Weaver Elite","","Clear",96,"{""username"": ""CasualWriter352_c422"", ""review_details"": ""Accidentally actuating keys too often. I chose the Clear switches and I'm not impressed. Standard layout makes finding keycaps easy. The 96 layout is interesting. Look elsewhere if you value quality. Not what I expected.""}"
"Stealth Phantom XT",0,"Jade",96,"{""username"": ""AngryWriter852_0a1d"", ""review_details"": ""Spring ping is quite noticeable. I chose the Jade switches and I'm not impressed. Returning this immediately. The plastic body feels a bit cheap. Regretting this buy.""}"
"Mech Shift Omega","","Clear","65%","{""username"": ""CleverCat131_678f"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 65% layout is interesting. Five stars! The aluminum case feels very premium. The switches feel incredibly smooth. The Clear switches are particularly good.""}"
"Giga Raptor V2 645",False,"Green",100,"{""username"": ""WiredCat565_d4c0"", ""review_details"": ""It's decent, but keep your expectations in check. Having dedicated arrow keys is essential for me. The 100 layout is interesting. Noticeable case ping. Good for the price, but not perfect. Using the Green switches takes some getting used to.""}"
"Cyber Raptor X 402",True,"Clear",60,"{""username"": ""WiredPanda225_02ee"", ""review_details"": ""Mushy feeling, lacks crispness. I chose the Clear switches and I'm not impressed. Really miss having a dedicated numpad. The 60 layout is interesting. Regretting this buy. RGB lighting is dim.""}"
"Nova Shift Omega 377",True,"White","Full","{""username"": ""AngryCoder504_8552"", ""review_details"": ""The smoothness of these magnetic switches is unparalleled. Stabilizers are surprisingly good, minimal rattle. Perfect tactility for typing. The White switches are particularly good. My new daily driver.""}"
"Stellar Weaver XT",1,"Brown","TKL","{""username"": ""GeekyFox511_c244"", ""review_details"": ""Adjustable actuation points are incredibly useful. Returning this immediately. Regretting this buy. Too loud for an office environment. I chose the Brown switches and I'm not impressed. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Cyber Weaver Omega 443",False,"Navy",96,"{""username"": ""CasualDev127_16c0"", ""review_details"": ""The compact layout saves so much desk space. The 96 layout is interesting. Mixed feelings about this one. Low actuation force is comfortable. The Navy switches are particularly good.""}"
"Stealth Forge Pro","","Orange",96,"{""username"": ""CleverTypist898_372f"", ""review_details"": ""RGB lighting is dim. Too loud for an office environment. I chose the Orange switches and I'm not impressed. Quite disappointed with this purchase. Look elsewhere if you value quality.""}"
"Mech Shift Elite 501",1,"Silent Red",65,"{""username"": ""GeekyDev657_7577"", ""review_details"": ""Five stars! The smoothness of these magnetic switches is unparalleled. Really miss having a dedicated numpad. The 65 layout is interesting. Keycaps have a nice texture. Low actuation force is comfortable. The Silent Red switches are particularly good. Finally found my endgame keyboard.""}"
"Cyber Raptor Omega",1,"Jade",75,"{""username"": ""GeekyWriter597_f5ea"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 75 layout is interesting. Using the Jade switches takes some getting used to. It's decent, but keep your expectations in check. Decent, but has its flaws.""}"
"Quantum Drift Alpha",1,"Silent Red","100%","{""username"": ""SleepyFox930_8e1e"", ""review_details"": ""An average mechanical keyboard experience. Non-detachable cable is inconvenient. Perfect tactility for typing. The Silent Red switches are particularly good.""}"
"Stealth Forge Air",False,"Silent Black","96%","{""username"": ""HappyCat171_7e63"", ""review_details"": ""The plastic body feels a bit cheap. Keypresses feel inconsistent. I chose the Silent Black switches and I'm not impressed. Standard layout makes finding keycaps easy. The 96% layout is interesting. Feels cheap and unreliable. One star.""}"
"Giga Blaze Mini",0,"Green","TKL","{""username"": ""CasualBear760_b29e"", ""review_details"": ""Might work for some, but not for me. It's an okay keyboard, does the job. Satisfyingly clicky sound! The Green switches are particularly good.""}"
"Quantum Byte X",0,"Brown","60%","{""username"": ""SwiftCoder234_2e2e"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Decent, but has its flaws. Three stars - average.""}"
"Shadow Core X",0,"Red",96,"{""username"": ""CleverFox851_6916"", ""review_details"": ""The compact layout saves so much desk space. The 96 layout is interesting. Decent, but has its flaws. It's decent, but keep your expectations in check.""}"
"Nova Striker X",False,"White",96,"{""username"": ""ProBear36_b247"", ""review_details"": ""Standard layout makes finding keycaps easy. The 96 layout is interesting. Satisfyingly clicky sound! The White switches are particularly good. Heavy and sturdy, doesn't slide around. You get what you pay for. Mixed feelings about this one.""}"
"Giga Raptor V2",0,"Brown",96,"{""username"": ""HappyCat694_326d"", ""review_details"": ""It's decent, but keep your expectations in check. It's an okay keyboard, does the job. Really miss having a dedicated numpad. The 96 layout is interesting.""}"
"Hyper Drift V2","","Yellow","Full","{""username"": ""WiredTypist947_0239"", ""review_details"": ""Definitely worth the money. Low actuation force is comfortable. The Yellow switches are particularly good. Absolutely love this keyboard! The compact layout saves so much desk space. The Full layout is interesting.""}"
"Hyper Drift Elite",0,"Silent Black","96%","{""username"": ""ProFox847_2060"", ""review_details"": ""Really miss having a dedicated numpad. The 96% layout is interesting. Had high hopes, but it fell short. Keypresses feel inconsistent. I chose the Silent Black switches and I'm not impressed. Noticeable case ping. Would not recommend this keyboard.""}"
"Arctic Shift Max 434",True,"Black",80,"{""username"": ""ProWriter974_58ef"", ""review_details"": ""Perfect balance between size and functionality. The 80 layout is interesting. RGB lighting is vibrant and customizable. Satisfyingly clicky sound! The Black switches are particularly good. Mixed feelings about this one.""}"
"Lunar Forge V2","","Silent Red","TKL","{""username"": ""AngryCoder540_c6ae"", ""review_details"": ""Five stars! Keycaps have a nice texture. A joy to type on every day. Linear switches are great for gaming. The Silent Red switches are particularly good. Having dedicated arrow keys is essential for me. The TKL layout is interesting.""}"
"Lunar Core Alpha","","Navy","65%","{""username"": ""AngryTypist174_2490"", ""review_details"": ""Exceeded my expectations! Stabilizers are surprisingly good, minimal rattle. Really miss having a dedicated numpad. The 65% layout is interesting.""}"
"Shadow Phantom X",False,"Clear",75,"{""username"": ""GeekyFox909_5ee9"", ""review_details"": ""Perfect balance between size and functionality. The 75 layout is interesting. The switches feel incredibly smooth. The Clear switches are particularly good. Definitely worth the money.""}"
"Giga Shift Max 426",0,"Blue",100,"{""username"": ""WiredCoder142_c0d9"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 100 layout is interesting. RGB lighting is vibrant and customizable. Incredible value for the price. Highly recommend!""}"
"Mech Core Omega","","Green","60%","{""username"": ""SilentNinja746_c597"", ""review_details"": ""Keypresses feel inconsistent. I chose the Green switches and I'm not impressed. Very frustrating experience. Several issues right out of the box. Non-detachable cable is inconvenient.""}"
"Stellar Spectre SE","","Blue",100,"{""username"": ""HappyFox968_004c"", ""review_details"": ""Really miss having a dedicated numpad. The 100 layout is interesting. An average mechanical keyboard experience. You get what you pay for. Using the Blue switches takes some getting used to.""}"
"Hyper Core Air",False,"Clear","75%","{""username"": ""WiredNinja150_3799"", ""review_details"": ""Keycaps feel thin and collect fingerprints. Using the Clear switches takes some getting used to. Good for the price, but not perfect. Three stars - average.""}"
"Cyber Spectre Elite",0,"White",60,"{""username"": ""SilentGamer818_5a87"", ""review_details"": ""Wouldn't hesitate to buy again. The switches feel incredibly smooth. The White switches are particularly good. Absolutely love this keyboard! Standard layout makes finding keycaps easy. The 60 layout is interesting. Heavy and sturdy, doesn't slide around.""}"
"Aura Phantom V2",False,"Yellow",80,"{""username"": ""SwiftCat387_0b78"", ""review_details"": ""It's decent, but keep your expectations in check. Mixed feelings about this one. Standard layout makes finding keycaps easy. The 80 layout is interesting. Perfect tactility for typing. The Yellow switches are particularly good. Keycaps have a nice texture.""}"
"Mech Core Omega",0,"Yellow","60%","{""username"": ""SleepyGamer765_3fdc"", ""review_details"": ""Several issues right out of the box. Save your money. RGB lighting is dim. Really miss having a dedicated numpad. The 60% layout is interesting.""}"
"Arctic Phantom Pro",True,"Clear",65,"{""username"": ""ProFox771_8b3c"", ""review_details"": ""Took some time to get used to the layers. The 65 layout is interesting. Save your money. Stabilizers rattle quite a bit, especially the spacebar. Keypresses feel inconsistent. I chose the Clear switches and I'm not impressed. Rapid trigger feature works flawlessly. Several issues right out of the box.""}"
"Quantum Raptor Mini",True,"Clear","Full","{""username"": ""GeekyCat476_79eb"", ""review_details"": ""Too loud for an office environment. I chose the Clear switches and I'm not impressed. Noticeable case ping. Save your money. Regretting this buy.""}"
"Nova Raptor Omega",1,"Silent Red","TKL","{""username"": ""CasualCoder132_b5ba"", ""review_details"": ""Adjustable actuation points are incredibly useful. Several issues right out of the box. Stabilizers rattle quite a bit, especially the spacebar. Having dedicated arrow keys is essential for me. The TKL layout is interesting.""}"
